artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,is_local
Styx,Paradise Theatre,Too Much Time On My Hands,4hWUOIDHda9XOb1zDchftP,0.799,0.404,11,-13.597,0,0.0461,0.0,0.387,0.893,131.012,271267,4,61.0,False
Puddle Of Mudd,Come Clean,Blurry,5ceGigL7CZQ3Ih6W8SIbv8,0.431,0.94,3,-4.462,0,0.0563,0.0,0.142,0.484,157.477,304000,4,0.0,False
Fuel,Sunburn,Shimmer,74KI6d8jEM2zwOAo3luayU,0.48,0.795,4,-6.408,0,0.0421,0.0,0.189,0.432,114.674,214107,4,65.0,False
Hinder,Extreme Behavior,Get Stoned,24Pi0KCtYWtnKxxzopkcPG,0.448,0.933,7,-4.082,0,0.0421,0.000454,0.219,0.505,75.991,218307,4,63.0,False
Hinder,Extreme Behavior,Better Than Me,10fddGyyeUquZZ2uPTjD7P,0.449,0.682,2,-5.295,0,0.029,0.0,0.175,0.254,139.924,223533,4,63.0,False
Hinder,Take It To The Limit,Without You,4xNfsvj9mOVnMTvHZZ8HNk,0.415,0.816,3,-3.831,1,0.0333,2.09e-05,0.129,0.264,136.017,232267,4,57.0,False
Hoobastank,The Reason,The Reason,1lHtE5JDCas1EwXhQIMOIj,0.447,0.668,4,-4.683,1,0.0294,0.0,0.152,0.0695,82.904,232800,4,0.0,False
Creed,Human Clay,With Arms Wide Open,0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0,-8.412,1,0.0302,0.00089,0.117,0.141,138.852,274800,4,67.0,False
Lifehouse,No Name Face,Hanging By A Moment,0wqOReZDnrefefEsrIGeR4,0.541,0.864,1,-4.915,1,0.0357,0.0,0.0896,0.435,124.557,216067,4,69.0,False
Nickelback,All the Right Reasons,Photograph,3hb2ScEVkGchcAQqrPLP0R,0.515,0.876,8,-3.756,1,0.0292,0.000166,0.136,0.385,145.916,258920,4,71.0,False
Mudvayne,Lost and Found,Forget to Remember - From Saw II - Original Soundtrack,0h5D9uxuZRAfq6qMMX34vN,0.453,0.965,8,-3.388,1,0.141,0.00275,0.0741,0.743,188.155,215307,4,57.0,False
Creed,Human Clay,Higher,1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,2,-6.254,1,0.0364,0.00014,0.206,0.431,155.827,316733,4,74.0,False
Audioslave,Out of Exile,Be Yourself,3zwmW1gM4E8FlHXV5nE16u,0.423,0.845,11,-3.509,0,0.0559,5.07e-06,0.213,0.317,116.602,278973,4,72.0,False
Saving Abel,Miss America,The Sex Is Good,1AgQqthiTBuJBzkv0o5cFT,0.757,0.634,5,-7.993,0,0.0299,0.0,0.103,0.76,119.985,211453,4,58.0,False
Filter,Short Bus,"Hey Man, Nice Shot - Remastered Version",6jc5gHCmrZW1XLcRM3wFlC,0.479,0.588,2,-10.773,1,0.0339,0.709,0.319,0.305,177.014,314440,4,0.0,False
Toadies,Rubberneck,Possum Kingdom,56SkdBKyR2zOkjk6wVFI9s,0.643,0.726,9,-9.314,1,0.0255,0.00969,0.07,0.925,100.687,308333,4,65.0,False
Spacehog,Resident Alien,In the Meantime,02lTDOxHeXTHsdwXoz6lpC,0.269,0.895,9,-6.382,1,0.118,0.00266,0.153,0.16,168.479,299507,4,78.0,False
Better Than Ezra,Deluxe,Good,0ttHpMs250dpFkCYAnuhnE,0.615,0.657,7,-6.873,1,0.029,0.0204,0.132,0.792,109.95,185093,4,64.0,False
Nickelback,All the Right Reasons (Special Edition),Animals,3rjM7GhxdVq1YySsHBs21i,0.572,0.961,7,-3.089,1,0.0625,0.021,0.207,0.818,76.998,186600,4,69.0,False
Audioslave,Audioslave,Like a Stone,3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0,0.0276,0.0,0.0997,0.516,107.849,293960,4,80.0,False
Audioslave,Audioslave,Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,9,-3.868,1,0.0483,0.000177,0.162,0.368,89.4,277840,4,72.0,False
Audioslave,Audioslave,I Am the Highway,3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,9,-5.023,0,0.0335,0.0,0.113,0.2,174.875,334907,4,68.0,False
Soundgarden,Badmotorfinger (25th Anniversary Remaster),Outshined - Remastered,4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,2,-6.068,0,0.0307,0.00686,0.125,0.551,94.867,311000,4,65.0,False
Alice In Chains,Dirt (2022 Remaster),Would? (2022 Remaster),5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,6,-7.981,1,0.0398,2.36e-05,0.091,0.586,100.675,206773,4,76.0,False
Alice In Chains,Dirt (2022 Remaster),Them Bones (2022 Remaster),4A065x9kJt955eGVqf813g,0.159,0.946,9,-5.756,1,0.0629,8.06e-06,0.387,0.309,165.014,149467,1,72.0,False
Stone Temple Pilots,Purple,Vasoline,5vCE0xRLIEG1Zej2tgWFDb,0.297,0.989,10,-4.945,1,0.111,0.000167,0.0911,0.323,168.893,174760,4,0.0,False
Stone Temple Pilots,Purple,Big Empty,07jUylEMp4LBOWZagde8tF,0.335,0.716,7,-7.02,1,0.0404,0.0,0.107,0.303,121.761,293987,4,0.0,False
Live,Throwing Copper,I Alone,3LpnzPxkMI6XS4JCbhNeek,0.396,0.817,6,-7.282,1,0.045,0.00417,0.372,0.0992,90.264,231133,4,66.0,False
Jane's Addiction,Nothing's Shocking,Jane Says,7c1Dar0pIAW7w5TzaGjt9t,0.402,0.597,2,-9.258,1,0.0327,2.09e-06,0.109,0.496,81.806,287000,4,66.0,False
Collective Soul,"Hints, Allegations & Things Left Unsaid",Shine,1HZ3cUZUw5htSFmah1V8Ko,0.54,0.423,6,-8.799,1,0.0283,0.0884,0.152,0.353,150.135,306040,4,0.0,False
Alice In Chains,Facelift,Man in the Box,6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.0,0.0969,0.758,106.392,285200,4,76.0,False
Foo Fighters,The Colour And The Shape,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0,0.0367,0.000308,0.0805,0.364,158.066,250547,4,86.0,False
Foo Fighters,One By One (Expanded Edition),All My Life,6tsojOQ5wHaIjKqIryLZK6,0.577,0.604,5,-5.703,1,0.0495,0.000579,0.477,0.637,167.719,263440,4,75.0,False
Foo Fighters,The Colour And The Shape,Monkey Wrench,44wXefe8WB9Fd6xwtmAwbR,0.401,0.953,4,-4.276,1,0.0752,2.56e-05,0.149,0.555,174.217,231480,4,72.0,False
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.000105,0.141,0.458,84.581,264307,4,84.0,False
Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.00165,0.127,0.328,96.483,329733,4,84.0,False
Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.000202,0.0756,0.513,123.229,255373,4,83.0,False
Pearl Jam,Jeremy,Yellow Ledbetter,3bE5slaVEfaDreqARl6k4M,0.504,0.354,4,-11.3,1,0.0339,4.71e-06,0.157,0.292,140.87,303587,4,72.0,False
Foo Fighters,There Is Nothing Left To Lose,Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1,0.0408,2.07e-05,0.262,0.537,135.997,235293,4,79.0,False
Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.00274,0.108,0.547,88.969,215907,4,83.0,False
Candlebox,Candlebox,Far Behind,3mhOmh4tRKsMfnRmgZfeBm,0.552,0.645,7,-6.595,1,0.0268,1.38e-06,0.0424,0.588,89.518,299733,4,69.0,False
